t,flow_mol_s,h2s_frac,h2s_an,air_scfm,o2_mol_s
1110,132.14867163170635,0.8673961186508732,0.8610608007220351,5090.875024344137,56.89402050477518
1120,132.39908954271198,0.8682869264738635,0.8612812870757468,5101.82814348395,57.01642912450201
1130,139.59601084822782,0.8584468189477004,0.8611559684822544,5378.369543024175,60.10696895913245
1140,131.6148030836548,0.8557466922913932,0.8610899107768193,5070.479767748676,56.66608952210648
1150,133.07986195149746,0.875105918687672,0.8617452821675473,5130.823452669277,57.34047159410571
1160,132.052168329552,0.8575458287391454,0.8606333459711563,5084.631938330803,56.824249736104335
1170,128.6291209691549,0.8655653992386899,0.860535485246991,4952.265278502702,55.34496151504281
1180,135.54026132710837,0.8643634442170518,0.8605585359032808,5218.486333650428,58.320164421802225
1190,134.34203543215625,0.8774527255416177,0.8612297793909313,5176.387472368633,57.8496807690823
1200,134.43160122128967,0.8726550758318496,0.8618102043242806,5183.329515059769,57.92726285807993
1210,129.3004582535136,0.8500937013301918,0.8615282119038825,4983.8548189703915,55.69799629875108
1220,136.20498621947166,0.8512760290551483,0.8611408567004964,5247.627707118369,58.64583925995757
1230,127.75692207407856,0.8690458694928617,0.8620666886610702,4927.437439458976,55.067493382965644
1240,133.6868303325492,0.8627185423301211,0.8626743670186322,5159.781789110245,57.66410086792958
1250,138.45934465896502,0.8589152848581236,0.8628408752923955,5345.013390061426,59.73419106897642
1260,128.876046222787,0.8737283013331985,0.8632162527065463,4977.229055055872,55.62394884203493
1270,130.10642246527124,0.8655515715117221,0.8634643208370588,5026.190525113186,56.171126855257434
1280,132.059938198414,0.8643064416597445,0.8630948656967562,5099.474658161573,56.990127311641025
1290,130.20425913017164,0.8716849787016151,0.8639546486607003,5032.826414893264,56.245287475467094
1300,127.0144574614437,0.860240360752114,0.8641857098190752,4910.843035820361,54.88203953930122
1310,131.82198472365604,0.8797813323694176,0.8643074419099999,5097.437547443451,56.967361202001115
1320,128.37734636387952,0.856320291002866,0.8641065827768343,4963.082826676146,55.465855036224994
1330,132.93113800337488,0.8708746150285062,0.8641360811252407,5139.308366540274,57.435296326877456
1340,128.69636110717477,0.8787481417933029,0.8640356851133545,4975.0077532297755,55.5991242704167
1350,136.04690895002136,0.8507412789700021,0.8639132021132646,5258.411932341534,58.76636037431235
1360,128.98804607879998,0.8611852334776123,0.8639371473569116,4985.714748424748,55.718782286230166
1370,130.31057991813475,0.8761449409591257,0.864513915309363,5040.196642591119,56.327654825630155
1380,133.65456343031897,0.8763995242260888,0.8656563548453005,5176.367815828692,57.84946109376496
1390,127.45698595795518,0.863216263891769,0.8658077522617834,4937.202377256962,55.17662326115943
1400,131.76587717189204,0.857688579038445,0.865374207680061,5101.556719781883,57.01339577844715
1410,134.93722742512466,0.8746986467154364,0.8656176252822133,5225.810873860623,58.402021182951174
1420,126.12406706533041,0.8770787059772166,0.8659106845989917,4886.15095768266,54.60608862847469
1430,131.42958471062119,0.853700435373252,0.8657524718131767,5090.760795250675,56.89274391629979
1440,131.58298004722207,0.8534117132290835,0.8656746391777664,5096.244169703729,56.95402438715709
1450,133.07496482403167,0.8678071238583905,0.8654313460167903,5152.580629032988,57.58362296439937
1460,126.94335892313475,0.8719517966584763,0.8659115449474347,4917.895890025024,54.96086002297416
1470,126.61614108071097,0.8627710582300879,0.865818400247148,4904.691540368714,54.81329235798418
1480,132.0652556279436,0.8726581710200781,0.8660948911405821,5117.405932129587,57.190521598268475
1490,131.31096064339366,0.8588672749768661,0.8654753761217572,5084.538144515065,56.823201525875184
1500,131.0907524771481,0.8449250372744207,0.8645510415031761,5070.590165506388,56.667323292776715
1510,131.2966137779383,0.8619362182648582,0.864945792067665,5080.871727432292,56.782226799980556
1520,128.13395481167646,0.8669107291879888,0.8654669487387597,4961.4718664225475,55.447851450345865
1530,130.78635154152383,0.8636231093791201,0.8652861900683017,5063.1175706277645,56.583811919149355
1540,130.8832083822131,0.8548984996265445,0.8650255219781825,5065.340781395654,56.60865782450155
1550,127.77421398860268,0.8484309873288794,0.8646760453938743,4943.021059581621,55.241651027487805
1560,135.42678387987684,0.8615494549180096,0.8642700838467013,5236.605535326328,58.52265892947513
1570,131.16210440581838,0.8757696871120945,0.864610687700047,5073.700073266441,56.70207864524999
1580,126.07683231286889,0.8794578102943031,0.8651157333211991,4879.836982130521,54.53552562058071
1590,131.52957161891104,0.8788755958279343,0.865355420558743,5092.297163207632,56.90991388209703
1600,126.54410383893031,0.858941911814798,0.865312138927499,4899.034815808055,54.75007458076416
1610,131.73675029293807,0.8556664077149851,0.8645083081056846,5095.325493959386,56.943757555544465
1620,132.757780188115,0.8722721990036736,0.8650400383723783,5137.975232014217,57.42039763407937
1630,126.72563280664424,0.8737591525027185,0.8651361896215186,4905.064957167542,54.81746554685796
1640,131.98272403507414,0.8715120651149783,0.8648949870655745,5107.122590226387,57.075598198597376
1650,130.23512434015515,0.847471869653684,0.8647860067550306,5038.863546170261,56.31275655868383
1660,131.36645863412167,0.8590457060510511,0.8647146891741452,5082.21629124137,56.797253222856355
1670,134.49350522872226,0.8675196291858664,0.8644271787817033,5201.463326927041,58.129920644663315
1680,127.96920262032181,0.8727905794235692,0.8643068806216193,4948.450716334984,55.302331166203146
1690,126.34583292037576,0.8756932662066124,0.8647227806987807,4888.027474069795,54.62705998630544
1700,125.8396476786735,0.8695644371370055,0.8651186426353995,4870.673068053674,54.43311259474546
1710,125.96142626931965,0.8715313630593399,0.8650130665135296,4874.791580802124,54.47913979982102
1720,128.07777637819188,0.8691737159198258,0.8647495668449499,4955.185842649143,55.37760082275288
1730,129.23236177827613,0.8752827041998651,0.865468975805837,5004.014977082995,55.92329989460702
1740,128.93844440782632,0.8716565283904009,0.8660771363112141,4996.142480630413,55.83531934657644
1750,130.48907165599798,0.869286521707678,0.8661264495728571,5056.514508523376,56.51001817073383
1760,127.94540323915803,0.8660466416794217,0.8659296110735553,4956.819371909753,55.39585663276665
1770,132.1656432829675,0.8696443393350853,0.8661587204437218,5121.673288802341,57.238212236298246
1780,126.90952400315196,0.8737783446560143,0.8661960595649197,4918.200549929988,54.96426480639491
1790,135.76230758684378,0.8717081004279078,0.8666240870799544,5263.877597902962,58.82744293615822
1800,129.37700204329502,0.872942435801707,0.8675580003641975,5021.7075553371615,56.12102659289786
1810,124.82666378175854,0.8826621242392236,0.8682488638966762,4848.9466085347,54.19030450626211
1820,124.083574155817,0.8719871873093069,0.8684180791673869,4821.020363539234,53.87820956230931
1830,128.64180504019657,0.8629461133028882,0.8683955126315123,4997.991474094465,55.855983116862284
1840,126.42219870055457,0.8783726242844054,0.8691779834534411,4916.181081833082,54.94169586514913
1850,129.13289305229299,0.8559749379775394,0.8694294484750631,5023.044690291149,56.13596999322219
1860,128.3090562912302,0.8589230590118205,0.8693419019448568,4990.4963099747165,55.77221951648387
1870,126.56949787948399,0.8731958429893617,0.8692561071407657,4922.351498563971,55.01065450474083
1880,124.14647595705249,0.8751014201241281,0.8691108941350932,4827.312397813951,53.94852736137737
1890,122.04146107635978,0.8575869294201172,0.8684012719214993,4741.586353581982,52.99048001293449
1900,125.1459184274819,0.8663091596830693,0.8686468468504418,4863.576512553436,54.35380371911738
1910,128.95447672721454,0.8641762931619507,0.8689305096986739,5013.22601800396,56.02623959525215
1920,126.92777666934661,0.865470068924974,0.868703772029384,4933.148569968327,55.13131918398231
1930,122.4489335894673,0.8798724137900547,0.8689075474056285,4760.191141846852,53.198401283829355
1940,126.60682779776116,0.8776009972661464,0.8691105118106673,4922.978569538085,55.0176624530186
1950,127.14489390356869,0.8704441296916827,0.869876253811934,4948.256619423531,55.300162000076064
1960,123.2395887141333,0.8652750428616627,0.8700838983722877,4797.41387779041,53.61439089109524
1970,126.25515878617405,0.8573373773835656,0.8697444899788777,4912.885398466702,54.904864342841584
1980,125.87207572556385,0.8851348362646909,0.8701559652069151,4900.2959636321275,54.764168772787954
1990,122.17268868750708,0.8769531390372324,0.8701979609679358,4756.505552158829,53.157212290919524
2000,126.5798356055016,0.8640642220463035,0.8700146204649123,4927.049135191331,55.063153816415735
2010,127.09446476242317,0.8784257205402846,0.8702444323809437,4948.387544084203,55.301625172967405
2020,128.5677058165391,0.8706262007893266,0.8702928485432605,5006.026269128845,55.94577746287386
2030,128.3872416556525,0.8685559518616919,0.8700686234653214,4997.711597946057,55.85285530892157
2040,121.00099230358352,0.8758776701233107,0.8702093281897517,4710.949853689578,52.64809611139736
2050,122.22961038808145,0.864208977817381,0.8700400767267419,4757.858266373002,53.17232980016307
2060,126.49823499806358,0.8682846976751197,0.8701146785932651,4924.43915916326,55.03398554397771
2070,126.40552740869275,0.8730350726756625,0.870227703037951,4921.469349522078,55.00079588408372
2080,126.32138740317379,0.8669240454106018,0.8699992263964373,4916.902182437264,54.949754659042924
2090,136.24758545478642,0.8787074004233576,0.8702325363962855,5304.689231282798,59.28354093409422
2100,126.31631807734519,0.8908050995477327,0.870827958521153,4921.388353645326,54.99989069960156
2110,127.92574466647861,0.8646692341182821,0.8702281955171217,4980.660265342979,55.66229497064687
2120,127.29763621913376,0.85565863769245,0.8696839105298931,4953.105631312327,55.35435303413401
2130,126.30760580946128,0.8523900580046985,0.8693320420199535,4912.595492114675,54.901624440495155
2140,123.32667896207501,0.8710002406369218,0.8690862958983707,4795.299681946577,53.59076330229865
2150,126.46973767722052,0.8659706314075741,0.8694194856793719,4919.396211326234,54.97762714266707
2160,121.79602112243461,0.8747781299976481,0.8699479880455662,4740.478748261247,52.978101763708636
2170,123.32706545283006,0.8741226413436923,0.8699788813240439,4800.239684532738,53.64597121981511
2180,122.50584678371636,0.8568615272897069,0.8693708848962297,4764.943147947275,53.25150821166071
2190,124.13340109103038,0.8548417796275789,0.8692793799031452,4827.739718470759,53.95330296283964
2200,130.75905369807,0.8760467630652126,0.8696039666825499,5087.320466960507,56.85429588774911
2210,118.14207234645535,0.8745384218603292,0.8699493709724958,4598.269043316833,51.388810761592964
2220,125.7329610675334,0.86902254603259,0.870067786876083,4894.384095102961,54.698099586702746
2230,118.76789965966691,0.8568057718600604,0.8692988988117498,4619.170796777711,51.62240219416641
2240,122.12370371994191,0.8781874907669444,0.8693184485951099,4749.792947315442,53.08219432725437
2250,126.74141897654053,0.8862888322955393,0.8698466053485718,4932.3859629019935,55.12279652690242
2260,123.60412097752119,0.8764458077614314,0.870218964178564,4812.351141795254,53.7813250626302
2270,120.11643570509659,0.8652872783298474,0.8704839608767735,4677.987156507802,52.27971535948639
2280,121.1438523982858,0.8743034596686919,0.8701229149902402,4716.0434899824395,52.70502099097192
2290,125.27038307083795,0.8602926044258034,0.8695675638365258,4873.573858150629,54.46553091388845
2300,120.98407692892067,0.8846290455843573,0.870253057954461,4710.5279864483955,52.643381455595474
2310,123.76992762665446,0.8749634605352972,0.870137649287628,4818.356310195885,53.84843693877848
2320,123.20445720901708,0.8565589118947845,0.8696687396578099,4793.757871289601,53.57353251059523
2330,121.06197146300413,0.8713290858541035,0.869761177457557,4710.896640947024,52.64750142249781
2340,129.39950217872396,0.87906407717719,0.8698673910260197,5035.950715702342,56.280203680136175
2350,124.82221598217957,0.8711957021982102,0.8701002818387139,4859.113156441996,54.30392265291363
2360,116.79973617056748,0.8718622207907716,0.8702195326092357,4547.435040437878,50.820705909616635
2370,123.39117170491133,0.8624720383438345,0.8698674314648415,4802.119620893242,53.66698079819422
2380,120.80505720030837,0.880476235054577,0.8703191711196406,4703.915163657834,52.56947862481657
2390,125.30831000430099,0.8684207798622948,0.8699762837676052,4877.340787326522,54.5076289313704
2400,120.33604869972449,0.8534355462299497,0.8687306319903457,4677.100451167247,52.26980581906633
2410,122.33403131848233,0.8713818354396774,0.8689543853677256,4755.980681113817,53.15134649695395
2420,124.15988168121645,0.8850001960079799,0.8699324373115765,4832.397265309663,54.005354243628794
2430,125.21093411395617,0.8714135742028997,0.8705665545181833,4876.857310822491,54.502225749795045
2440,118.98361684076116,0.8927567679992704,0.8712917720969282,4638.169271730007,51.834723183844346
2450,121.55394742504001,0.8797605263275272,0.8717514352609267,4740.864612808077,52.982414064704926
2460,121.10768584023393,0.8789522359266562,0.871890572125227,4724.213347063532,52.79632474800191
2470,120.5497476459903,0.8743743574278005,0.8718989626613639,4702.494341341655,52.55359996081407
2480,127.7854712442941,0.8750690416678598,0.8725058798073024,4988.220654655568,55.74678750729679
2490,123.68560244414132,0.8732111084829063,0.8731181907691465,4831.566933412683,53.996074715110296
2500,118.67174515491666,0.8729159689872008,0.8730138309665462,4635.155071850707,51.80103743258973
2510,125.19392810311082,0.8813405291437874,0.8732405678759948,4891.172556128444,54.66220843569347
2520,128.79497555605954,0.8667666159378918,0.8731653702061716,5031.427733910261,56.22965625605077
2530,125.51630012935091,0.8654589363158446,0.8734538090213644,4904.964710458986,54.816345221125154
2540,117.85343702741491,0.8650787456738397,0.8730168508515941,4603.20900552478,51.4440182278552
2550,120.95374428532361,0.89685993800929,0.8733692210420525,4726.210000010442,52.81863871429634
2560,126.20434762453787,0.881799392228366,0.873547673857617,4932.382439374577,55.122757149066565
2570,120.28005192465412,0.8796333297962168,0.8740258755731626,4703.419464680286,52.56393884871564
2580,123.7362528795057,0.8661055790928462,0.8737526128873011,4837.057640320203,54.057437131175966
2590,124.7327280929417,0.8830063398281031,0.8745097374007111,4880.236691316509,54.539992644916374
2600,119.63437112919908,0.8756992669528079,0.8742120781129928,4679.167463458678,52.29290609929908
2610,122.2452358424598,0.8790986055568675,0.8743499162803785,4782.038085241063,53.44255586226493
2620,112.71097876403897,0.8672825204097642,0.8747073698975445,4410.875725938613,49.29456189663525
2630,119.37491225977196,0.8787430908230952,0.8749545033965109,4672.98461593987,52.223808537125414
2640,121.7059959397593,0.8729936163686864,0.8747521547028941,4763.134120970293,53.231291094283065
2650,118.73831141753132,0.8696672600678502,0.874701206631882,4646.71898865294,51.93027213517341
2660,127.39919461523482,0.8847557248340682,0.875130990099992,4988.104702353752,55.745491660786
2670,118.23417855257928,0.8621287427444747,0.8751195469133466,4629.203128447934,51.73452038230245
2680,121.22945578514121,0.8832446119087444,0.8752118261418188,4746.977224196807,53.05072668994616
2690,122.9691437038272,0.8845326076857473,0.8757488870692673,4818.052832847954,53.845045371243735
2700,126.93042158499657,0.8689820748954676,0.8762671046914512,4976.202511154523,55.612476509775114
2710,118.3310421388822,0.8696658601245558,0.8762099055142805,4638.768111223275,51.841415625958156
2720,126.16249322046417,0.8757293883608733,0.8759008785927104,4944.029346785105,55.25291932862571
2730,122.74041964233488,0.8808703746378227,0.8762161052738744,4811.656881656047,53.77356622934381
2740,119.80425601076833,0.8766116964666112,0.8756779362227858,4693.6690992840995,52.45497182710795
2750,124.1764940458452,0.8825659709006338,0.8757714510418892,4865.483372578126,54.37511418791218
2760,123.431100928854,0.8959501083716156,0.8763380467900547,4839.406294308901,54.08368495056901
2770,121.07934165639679,0.8733329749076321,0.8763033340393823,4747.012004920995,53.05111538839698
2780,123.1377961445131,0.861348038422781,0.8758459672645463,4825.195635051803,53.9248710855078
2790,121.82316804983793,0.8868486338416871,0.8763005514431724,4776.159144814512,53.37685467031362
2800,123.3726946352518,0.8955119675768276,0.8770537513961599,4841.06680752993,54.10224232485024
2810,125.07387591693661,0.8826957927532159,0.8770989268498076,4908.072882150849,54.85108117184555
2820,127.90317516685317,0.8679797727483249,0.8771393654101554,5019.329925623183,56.09445494989877
2830,119.49160984664105,0.8777073488983472,0.8775476458295722,4691.415871289139,52.42979045865279
2840,129.66636943465826,0.8678499129434306,0.8776400180718918,5091.4277333433965,56.90019740697504
2850,117.47549004327182,0.8855524397830196,0.8772631014643495,4610.764527681754,51.52845637070247
2860,122.94314255272565,0.8656995792548874,0.8767264410319002,4822.4110922621585,53.89375190976436
2870,125.2324425031721,0.8762996548110127,0.8766153185323934,4911.585647816315,54.89033873775392
2880,124.38169585500478,0.8693458843516845,0.8767233287076881,4878.820631950889,54.52416721015352
2890,121.74407434585132,0.8807456895188367,0.8766479736973791,4774.950572213956,53.363348042476815
2900,123.06346835125585,0.8759020656468015,0.8766547336538456,4826.736028147751,53.94208603499432
2910,122.28668959588092,0.8814210024801644,0.8767321468846221,4796.6931221497125,53.60633595240502
2920,122.07763538735556,0.8799646448872307,0.8771548843672043,4790.801861723702,53.54049707600879
2930,126.47673733647976,0.8699621653929571,0.8768621868528664,4961.783506630494,55.45133424344061
2940,125.08332650009591,0.8861850006638231,0.8773018996627043,4909.579617894453,54.86791997733221
2950,122.02003066093721,0.8795159054777928,0.8776301878430357,4791.1359923347545,53.54423121478564
2960,126.88615100613943,0.8702054610789434,0.8771451790511982,4979.451646113403,55.64878782169877
2970,125.19993585312335,0.9025870626597364,0.8784937897150403,4920.832894250548,54.99368305984513
2980,126.80938431777173,0.8850290010693159,0.878553269353726,4984.427785124848,55.70439958855573
2990,126.35450003989438,0.8788188521233836,0.8783628108349806,4965.471214487799,55.49254690834514
3000,122.07547838374293,0.8945901167174543,0.8792164122290468,4801.976566108842,53.6653820628495
3010,122.98078336682401,0.8989426964629378,0.8801923067736596,4842.957284362795,54.123369700238264
3020,127.0040617191889,0.8791573697785835,0.8803065728209165,5002.042414367877,55.90125515317766
3030,126.6961150035528,0.8841710168018659,0.8804165942263845,4990.537606776466,55.77268103657115
3040,124.90706852867669,0.8709030455862534,0.8802263058637061,4919.00398582401,54.973243753630925
3050,125.4284466548364,0.8793970315708551,0.8801206745527135,4938.943771735737,55.19608453897682
3060,129.01804815422025,0.878964071927893,0.8795544733379226,5077.021753258855,56.73920069768596
3070,123.5208010992552,0.8828885588552845,0.8798729928028445,4862.458437934556,54.341308468303275
3080,127.04911651480623,0.884453336618251,0.88064316940936,5005.730167058834,55.942468319129006
3090,124.91537670382877,0.8868093114855314,0.8806418586641549,4921.653577498876,55.00285475809642
3100,124.98483581916015,0.8836726001722026,0.8802472130840008,4922.183472998476,55.008776703788556
3110,129.05190194793568,0.8692737449961778,0.8797998114920993,5079.770470938015,56.76991950324535
3120,128.35125174724575,0.872081348495081,0.879936530683658,5052.976418315105,56.47047758568811
